유형,유통사,rank_col,브랜드(원본),영어상품명,판정,판정근거,기존작업여부,hs_code,confidence,reason,evidence_url,product_identity_note,status,db_verified
CP 플레이밍 치킨 텐더,아마존  ·  top5   (상위 16개 · PB 제외),13,Campbell's Condensed,"Campbell's Condensed Chicken and Rice Soup With White and Wild Rice, 10.5 oz Can (12 Pack)",수입이력 없음,,new_no_prior_research,2104.10-0000,high,캔 수프/스튜(치킨텐더 아님): 수프와 그 조제품,관세청 2026 HSK,,researched_v2_direct,ok
CP 플레이밍 치킨 텐더,아마존  ·  top5   (상위 16개 · PB 제외),15,Swanson,"Swanson White Premium Chunk Canned Chicken Breast in Water, 12.5 OZ Can (Case of 12)",수입이력 없음,,new_no_prior_research,1602.32-9000,high,냉동 치킨텐더: 기타 조제·저장처리한 닭고기,관세청 2026 HSK,,researched_v2_direct,ok
CP 플레이밍 치킨 텐더,아마존  ·  top5   (상위 16개 · PB 제외),11,Campbell's Homestyle Chicken,"Campbell's Homestyle Chicken Noodle Soup, 16.1 OZ Can (Pack of 12)",수입이력 없음,,new_no_prior_research,2104.10-0000,high,캔 수프/스튜(치킨텐더 아님): 수프와 그 조제품,관세청 2026 HSK,,researched_v2_direct,ok
CP 플레이밍 치킨 텐더,아마존  ·  top5   (상위 16개 · PB 제외),16,Campbell’s Condensed Kids,"Campbell’s Condensed Kids Soup, Disney Frozen Souper Shapes Pasta With Chicken in Chicken Broth, 10.5 oz Can (12 Pack)",수입이력 없음,,new_no_prior_research,2104.10-0000,high,캔 수프/스튜(치킨텐더 아님): 수프와 그 조제품,관세청 2026 HSK,,researched_v2_direct,ok
CP 플레이밍 치킨 텐더,샘스클럽  ·  top_selling   (상위 7개 · PB 제외),3,Just Bare,"Just Bare Lightly Breaded Chicken Breast Original Strips, Frozen, 3 lbs.",수입이력 없음,,new_no_prior_research,1602.32-9000,high,냉동 치킨텐더: 기타 조제·저장처리한 닭고기,관세청 2026 HSK,,researched_v2_direct,ok
CP 플레이밍 치킨 텐더,이온몰  ·  top10   (상위 19개 · PB 제외),1,【7개월경～】키유피(병조림) 4종의 근채와 닭 가위 70g(NB),【7ヶ月頃～】キユーピー（瓶詰）4種の根菜と鶏ささみ 70g,,,new_from_live_db_scan,2106.90-9099,medium,유아용 이유식(치킨텐더 아님): 기타 조제식료품으로 잠정분류,관세청 2026 HSK,,researched_v2_direct,ok
CP 플레이밍 치킨 텐더,이온몰  ·  top10   (상위 19개 · PB 제외),2,Kewpie,"Kewpie (Bottled Baby Food, from 7 months) 4 Root Vegetables and Chicken Breast 70g",수입이력 없음,,new_no_prior_research,2106.90-9099,high,이유식/유아용 조제식품(치킨텐더 아님): 기타 조제식료품,관세청 2026 HSK,,researched_v2_direct,ok
CP 플레이밍 치킨 텐더,이온몰  ·  top10   (상위 19개 · PB 제외),4,Wakodo,"Wakodo (from 7 months) One-Meal Vegetable Baby Food, Chicken Breast Carrot Potato Green Bean 80g",수입이력 없음,,new_no_prior_research,2106.90-9099,high,이유식/유아용 조제식품(치킨텐더 아님): 기타 조제식료품,관세청 2026 HSK,,researched_v2_direct,ok
CP 플레이밍 치킨 텐더,이온몰  ·  top10   (상위 19개 · PB 제외),7,Wakodo,Wakodo GLOBAL (from 7 months) Chicken Kenchin Udon 80g,수입이력 없음,,new_no_prior_research,2106.90-9099,high,이유식/유아용 조제식품(치킨텐더 아님): 기타 조제식료품,관세청 2026 HSK,,researched_v2_direct,ok
CP 플레이밍 치킨 텐더,이온몰  ·  top10   (상위 19개 · PB 제외),8,Kewpie,Kewpie Happy Recipe (from 12 months) Microwaveable Hokkaido Corn Chicken Stew 100g,수입이력 없음,,new_no_prior_research,2106.90-9099,high,이유식/유아용 조제식품(치킨텐더 아님): 기타 조제식료품,관세청 2026 HSK,,researched_v2_direct,ok
CP 플레이밍 치킨 텐더,이온몰  ·  top10   (상위 19개 · PB 제외),9,Kewpie,Kewpie Niko Niko Box (from 12 months) Chikuzen-ni Bento 90g x2,수입이력 없음,,new_no_prior_research,2106.90-9099,medium,유아용 이유식 도시락(치킨텐더 아님): 기타 조제식료품으로 잠정분류,관세청 2026 HSK,,researched_v2_direct,ok
CP 플레이밍 치킨 텐더,이온몰  ·  top10   (상위 19개 · PB 제외),10,Kewpie,Kewpie Niko Niko Box (from 9 months) Liver and Vegetable Tomato Stew Bento 90g x2,수입이력 없음,,new_no_prior_research,2106.90-9099,medium,유아용 이유식 도시락(치킨텐더 아님): 기타 조제식료품으로 잠정분류,관세청 2026 HSK,,researched_v2_direct,ok
CP 플레이밍 치킨 텐더,이온몰  ·  top10   (상위 19개 · PB 제외),11,Kewpie,Kewpie Niko Niko Box (from 9 months) Niku-jaga Bento 60g x2,수입이력 없음,,new_no_prior_research,2106.90-9099,medium,유아용 이유식 도시락(치킨텐더 아님): 기타 조제식료품으로 잠정분류,관세청 2026 HSK,,researched_v2_direct,ok
CP 플레이밍 치킨 텐더,이온몰  ·  top10   (상위 19개 · PB 제외),12,Kewpie,Kewpie Niko Niko Box (from 7 months) Chicken Congee and Fish Japanese-style Stew 60g x2,수입이력 없음,,new_no_prior_research,2106.90-9099,medium,유아용 이유식 도시락(치킨텐더 아님): 기타 조제식료품으로 잠정분류,관세청 2026 HSK,,researched_v2_direct,ok
CP 플레이밍 치킨 텐더,이온몰  ·  top10   (상위 19개 · PB 제외),3,Kewpie,Kewpie Niko Niko Box (from 7 months) Fish Congee and Chicken Western-style Stew 60g x2,수입이력 없음,,new_no_prior_research,2106.90-9099,medium,유아용 이유식 도시락(치킨텐더 아님): 기타 조제식료품으로 잠정분류,관세청 2026 HSK,,researched_v2_direct,ok
CP 플레이밍 치킨 텐더,이온몰  ·  top10   (상위 19개 · PB 제외),5,Kewpie,"Kewpie (Bottled Baby Food, from 7 months) Chicken Breast and Green Yellow Vegetables 70g",수입이력 없음,,new_no_prior_research,2106.90-9099,high,이유식/유아용 조제식품(치킨텐더 아님): 기타 조제식료품,관세청 2026 HSK,,researched_v2_direct,ok
CP 플레이밍 치킨 텐더,이온몰  ·  top10   (상위 19개 · PB 제외),6,Wakodo,Wakodo Asahi Group Foods (from 7 months to toddler) Ready Sauce Pumpkin Cream 40g x2,수입이력 없음,,new_no_prior_research,2106.90-9099,medium,유아용 이유식소스(치킨텐더 아님): 기타 조제식료품으로 잠정분류,관세청 2026 HSK,,researched_v2_direct,ok
CP 플레이밍 치킨 텐더,이온몰  ·  top10   (상위 19개 · PB 제외),13,Kewpie,Kewpie Niko Niko Box (from 9 months) Paku Paku Western-style Bento 90g x2,수입이력 없음,,new_no_prior_research,2106.90-9099,medium,유아용 이유식 도시락(치킨텐더 아님): 기타 조제식료품으로 잠정분류,관세청 2026 HSK,,researched_v2_direct,ok
CP 플레이밍 치킨 텐더,이온몰  ·  top10   (상위 19개 · PB 제외),15,Tyson,Tyson Grilled Tender Chicken 500 g,수입이력 없음,,new_no_prior_research,1602.32-9000,high,냉동 치킨텐더: 기타 조제·저장처리한 닭고기,관세청 2026 HSK,,researched_v2_direct,ok
CP 플레이밍 치킨 텐더,이온몰  ·  top10   (상위 19개 · PB 제외),16,Sheba,Sheba Tender Chicken Fine Flakes 85 gm,수입이력 없음,,new_no_prior_research,,,반려동물 사료/간식(인체 식품 아님): 비식품 오매칭,관세청 2026 HSK,확인필요: 원본 소싱데이터 카테고리 오매칭,flagged_non_food_mismatch,ok
CP 플레이밍 치킨 텐더,이온몰  ·  top10   (상위 19개 · PB 제외),17,Fancy,Fancy Feast Pate Kitten Tender Chicken 85 g,수입이력 없음,,new_no_prior_research,,,반려동물 사료/간식(인체 식품 아님): 비식품 오매칭,관세청 2026 HSK,확인필요: 원본 소싱데이터 카테고리 오매칭,flagged_non_food_mismatch,ok
CP 플레이밍 치킨 텐더,이온몰  ·  top10   (상위 19개 · PB 제외),18,Chicken,Chicken Drumstick 1 pcs,수입이력 없음,,new_no_prior_research,0207.14-0000,medium,비조제·비가공 냉동 생닭고기(조제/가열 텐더 아님): 냉동 닭고기 절단육으로 잠정분류,관세청 2026 HSK,,researched_v2_direct,ok
CP 플레이밍 치킨 텐더,이온몰  ·  top10   (상위 19개 · PB 제외),19,Chicken,Chicken Skinless Boneless Breast 500 g,수입이력 없음,,new_no_prior_research,0207.14-0000,medium,비조제·비가공 냉동 생닭고기(조제/가열 텐더 아님): 냉동 닭고기 절단육으로 잠정분류,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),1,프레시니스개런티드,"Freshness Guaranteed French Steak Rolls, 13 oz, 8 Count",,,new_from_live_db_scan,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),2,Freshness Guaranteed,"Freshness Guaranteed French Steak Rolls, 13 oz, 8 Count",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),3,Freshness Guaranteed,"Freshness Guaranteed French Steak Rolls, 2 lb 7 oz, 24 Count",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),4,Marketside Brioche,"Marketside Brioche Slider Rolls, Shelf-Stable, Regular, 16.9 oz, 12 Count",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),5,Marketside Brioche,"Marketside Brioche Rolls, 9.88 oz, 8 Count",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),6,Marketside Chocolate,"Marketside Chocolate Chip Brioche Rolls, 9.88 oz, 8 Count",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),38,Bakerly Brioche,"Bakerly Brioche Dinner Rolls, 32 Count (4 Packs)",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),7,St Pierre,"St Pierre, Brioche Pretzel Rolls, Shelf-Stable, Regular, 6 Count",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),8,Aunt Millie's,"Aunt Millie's French Sub Rolls, 6 Ct., 16 oz.",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),10,Turano Mini,Turano Mini French Rolls The Original,수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),11,S. Rosen's,"S. Rosen's French Rolls, 6 Count, 13.5 oz., Fresh | S. Rosen's French Mini Fresh Rolls, 12 Count 23 oz. Package",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),13,S. Rosen's,"S. Rosen's Brat & Sausage Rolls 8 Count Package, 18 oz | S. Rosen's French Rolls, 6 Count, 13.5 oz., Fresh",,,new_from_live_db_scan,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),9,S. Rosen's,"S. Rosen's French Rolls, 6 Count, 13.5 oz., Fresh",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,아마존  ·  top5   (상위 10개 · PB 제외),9,Turano Baking,"Turano Baking Hearth French Bread Sandwich Roll, 8 inch -- 48 per case.",수입이력 없음,,new_no_prior_research,1905.90-1010,high,Turano 프렌치브레드 샌드위치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),12,Turano Baking,"Turano Baking Hearth French Bread Sandwich Roll, 8 inch - 48 per case.",수입이력 없음,,new_no_prior_research,1905.90-1010,high,Turano 프렌치브레드 샌드위치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),16,Labrea Bakery,"Labrea Bakery Take and Bake French Bread Roll, 2 Ounce -- 108 per Case.",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),18,Udis Classic,"Udis Classic French Dinner Roll, 7.4 Ounce - 8 per case.",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,아마존  ·  top5   (상위 10개 · PB 제외),10,Turano Baking,"Turano Baking Par Baked Hearth Baked French Roll, 6 inch -- 72 per case.",수입이력 없음,,new_no_prior_research,1905.90-1010,high,Turano 파베이크드 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),22,Turano Baking,"Turano Baking Par Baked Hearth Baked French Roll, 6 inch - 72 per Case.",수입이력 없음,,new_no_prior_research,1905.90-1010,high,Turano 파베이크드 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),23,Turano Baking,Turano Baking Par Baked Hearth Bread French Sandwich Roll - 6 count per pack - 8 packs per case.,,,new_from_live_db_scan,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),28,Udi's,"Udi's Gluten Free Individually Wrapped French Dinner Rolls, 1.02 oz., Pack of 36",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),32,Pack of,"Pack of 14, The Essential Baking Comp French Demi Baguettes, 16 oz",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),14,S. Rosen's,"S. Rosen's Brat & Sausage Rolls 8 Count Package, 18 oz | S. Rosen's French Rolls, 6 Count, 13.5 oz., Fresh",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),36,Ace Bakery,Ace Bakery Baguette Roll - 45 per case.,수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),15,Boulart French,Boulart French Baguette - 22 per case.,수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),17,Turano Baking,Turano Baking Co 12 Inch French Sub Roll 5.5oz (PACK OF 48),수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),27,Vie De,"Vie De France Milano 8 inch Sub Roll, 3.5 Ounce -- 66 per case",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,아마존  ·  top5   (상위 10개 · PB 제외),5,Amoroso's 8-Pack Kaiser,Amoroso's 8-Pack Kaiser Rolls - 3 Packages,수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,아마존  ·  top5   (상위 10개 · PB 제외),6,Udi's,"Udi's Gluten-free Classic French Dinner Rolls, 2 Packs, Each Pack Has 6 Rolls for 8.47 Ounces (Pack of 2 (Total 12 Dinner Rolls))",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),19,Turano Baking,"Turano Baking Par Baked French Cub Roll, 1.75 Ounce - 120 per Case",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),20,Signature Breads,"Signature Breads Rudi French Dinner Roll, 1.25 Ounce 240 per case.",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),21,Vie De,"Vie De France French Petit Pain Dinner Roll, 1.5 Ounce -- 156 per case",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),25,Rich Products,"Rich Products French Petit Pain Roll, 2 Ounce -- 140 per case.",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),26,Vie De,"Vie De France Milano 12 inch Parbaked Sub Roll, 5.7 Ounce -- 42 per case",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),24,Turano Baking,Turano Baking Par Baked Hearth Bread French Sandwich Roll - 6 count per pack - 8 packs per case.,수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),29,Turano Brioche,Turano Brioche Rolls With Real Butter bag,수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),33,Turano Baking,"Turano Baking French Baguette, 12.75 Ounce - 24 per case.",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),30,Bakery De,"Bakery De France French Boule ,8 ounce - 32 per case",수입이력 없음,,new_no_prior_research,1905.90-1010,high,프렌치 불(빵): 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),31,Gambinos Gallagher,"Gambinos Gallagher Po Boy Parbaked New Orleans French Bread, 3 Ounce -- 60 per case",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),34,Bakery De,"Bakery De France French Baguette, 10 Ounce -- 24 per case",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),35,Maple Leaf,Maple Leaf Bakery All Natural French Baguette - 30 per case.,수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),37,Boulart French,"Boulart French Baguette, 11.5 Ounce - 22 per case",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,아마존  ·  top5   (상위 10개 · PB 제외),3,New England Split-top,"New England Split-top Frankfurter Hot Dog Bun or Lobster Rolls, 12 count",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),39,Carrs Foods,"Carrs Foods St Pierre Rolls, 6 ea",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,월마트  ·  best_seller   (상위 40개 · PB 제외),40,Francisco French,"Francisco French Sandwich Rolls, 6 count, White Sandwich Rolls, 18.5 oz Bag",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,아마존  ·  top5   (상위 10개 · PB 제외),1,캐니언 베이크하우스 브리오슈 스타일(NB),"Canyon Bakehouse Brioche-Style Sweet Rolls, Gluten Free Brioche Dinner Rolls, Fresh, 6 Count",,,new_from_live_db_scan,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,아마존  ·  top5   (상위 10개 · PB 제외),2,Canyon Bakehouse Brioche-Style,"Canyon Bakehouse Brioche-Style Sweet Rolls, Gluten Free Brioche Dinner Rolls, Fresh, 6 Count",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,아마존  ·  top5   (상위 10개 · PB 제외),4,Bakerly Brioche,"bakerly Brioche Rolls Pack of 4, 8-Count (32 Total Brioche Rolls)",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,아마존  ·  top5   (상위 10개 · PB 제외),7,Udi's,"Udi's Gluten-Free Classic French Dinner Rolls, Has 6 Rolls (Frozen)",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,아마존  ·  top5   (상위 10개 · PB 제외),8,Brioche Pasquier,"Brioche Pasquier - Authentic French Brioche Pain au Lait Sweet Milk Rolls, 9.9oz (280g)",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,샘스클럽  ·  top_selling   (상위 3개 · PB 제외),1,Mrs. Baird's,"Mrs. Baird's 4"" Hamburger Bun 16 ct.",,,new_from_live_db_scan,1905.90-1010,high,햄버거번(빵): 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,샘스클럽  ·  top_selling   (상위 3개 · PB 제외),2,Mrs. Baird's,"Mrs. Baird's 4"" Hamburger Bun 16 ct.",수입이력 없음,,new_no_prior_research,1905.90-1010,high,햄버거번(빵): 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,샘스클럽  ·  top_selling   (상위 3개 · PB 제외),3,Nature's Own,"Nature's Own Perfectly Crafted Thick Sliced Sourdough Bread, 22 oz.",수입이력 없음,,new_no_prior_research,1905.90-1010,high,미니 프렌치롤: 빵,관세청 2026 HSK,,researched_v2_direct,ok
MENISSEZ 미니 프렌치롤,이온몰  ·  top10   (상위 2개 · PB 제외),1,일본 로레알 로레알 파리(NB),日本ロレアル ロレアル パリ エルセーヴ エクストラオーディナリー オイル エクラアンペリアル 艶髪オイル ドロップレット 1ml×6個,,,new_from_live_db_scan,,,"헤어오일(화장품, 식품 아님, ""French""는 브랜드명): 비식품 오매칭",관세청 2026 HSK,확인필요: 원본 소싱데이터 카테고리 오매칭,flagged_non_food_mismatch,ok
MENISSEZ 미니 프렌치롤,이온몰  ·  top10   (상위 2개 · PB 제외),2,일본 로레알 로레알 파리(NB),日本ロレアル ロレアル パリ エルセーヴ エクストラオーディナリー オイル エクラアンペリアル 艶髪オイル ドロップレット 1ml×6個,확인불가(번역없음),ja_translation_missing,new_no_prior_research,,,"헤어오일(화장품, 식품 아님, ""French""는 브랜드명): 비식품 오매칭",관세청 2026 HSK,확인필요: 원본 소싱데이터 카테고리 오매칭,flagged_non_food_mismatch,ok
LES COMTES DE PROVENCE 멀티베리 스프레드,월마트  ·  best_seller   (상위 40개 · PB 제외),1,크로프터스,"Crofter’s Organic Berry Harvest Premium Fruit Spread, 16.5 oz",,,new_from_live_db_scan,2007.99-1000,high,멀티베리 잼: 잼(비시트러스),관세청 2026 HSK,,researched_v2_direct,ok
LES COMTES DE PROVENCE 멀티베리 스프레드,월마트  ·  best_seller   (상위 40개 · PB 제외),19,Hello Earth,"Hello Earth Fruity Triple Berry Jam - Easily Spreadable, Gluten Free and Made in the USA, 20 ounces (Pack of 2)",수입이력 없음,,new_no_prior_research,2007.99-1000,high,멀티베리 잼: 잼(비시트러스),관세청 2026 HSK,,researched_v2_direct,ok
LES COMTES DE PROVENCE 멀티베리 스프레드,월마트  ·  best_seller   (상위 40개 · PB 제외),20,Crofters Organic,"Crofters Organic Berry Harvest Premium Spread, 16.5 oz (Pack of 6)",수입이력 없음,,new_no_prior_research,2007.99-1000,high,멀티베리 잼: 잼(비시트러스),관세청 2026 HSK,,researched_v2_direct,ok
LES COMTES DE PROVENCE 멀티베리 스프레드,월마트  ·  best_seller   (상위 40개 · PB 제외),31,Grandma's Jam,"Grandma's Jam House All Natural USA Made Homestyle Black Raspberry Jam, 19 oz",수입이력 없음,,new_no_prior_research,2007.99-1000,high,멀티베리 잼: 잼(비시트러스),관세청 2026 HSK,,researched_v2_direct,ok
LES COMTES DE PROVENCE 멀티베리 스프레드,아마존  ·  top5   (상위 20개 · PB 제외),14,Bonne Maman,Bonne Maman Preserves Mixed Berries 13 oz (Pack of 2),수입이력 없음,,new_no_prior_research,2007.99-1000,high,멀티베리 잼: 잼(비시트러스),관세청 2026 HSK,,researched_v2_direct,ok
